"delay_step.png","Start Time","Result Metrics","Tue Mar 26 08:54:41 PDT 2019",""
"delay_step.png","End Time","Result Metrics","Tue Mar 26 08:54:44 PDT 2019",""
"delay_step.png","Time Taken","Result Metrics","3663 ms",""
"/test_case.png","TestCase Count","Result Metrics","21",""
"/test_case.png","Failed TestCase Count","Result Metrics","0",""
"/teststeps.gif","TestStep Count","Result Metrics","30",""
"/teststeps.gif","Failed TestStep Count","Result Metrics","0",""
"/assertions.png","Assertion Count","Result Metrics","7",""
"/assertions.png","Failed Assertion Count","Result Metrics","0",""
